pair_id	region_id	chr	start	end	ancestry	trait_a	trait_b	path_a	path_b
chr15_70750000_84250000__EUR__bmi_vs_hypertension	chr15_70750000_84250000	15	70750000	84250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr15_70750000_84250000__EUR__bmi_vs_stroke	chr15_70750000_84250000	15	70750000	84250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_70750000_84250000__EUR__bmi_vs_asthma	chr15_70750000_84250000	15	70750000	84250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_70750000_84250000__EUR__t2d_vs_hypertension	chr15_70750000_84250000	15	70750000	84250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr15_70750000_84250000__EUR__t2d_vs_stroke	chr15_70750000_84250000	15	70750000	84250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_70750000_84250000__EUR__t2d_vs_asthma	chr15_70750000_84250000	15	70750000	84250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_70750000_84250000__EUR__hypertension_vs_stroke	chr15_70750000_84250000	15	70750000	84250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_70750000_84250000__EUR__hypertension_vs_asthma	chr15_70750000_84250000	15	70750000	84250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_70750000_84250000__EUR__stroke_vs_asthma	chr15_70750000_84250000	15	70750000	84250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_84750000_87250000__EUR__bmi_vs_t2d	chr15_84750000_87250000	15	84750000	87250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr15_84750000_87250000__EUR__bmi_vs_hypertension	chr15_84750000_87250000	15	84750000	87250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr15_84750000_87250000__EUR__bmi_vs_stroke	chr15_84750000_87250000	15	84750000	87250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_84750000_87250000__EUR__bmi_vs_asthma	chr15_84750000_87250000	15	84750000	87250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_84750000_87250000__EUR__t2d_vs_hypertension	chr15_84750000_87250000	15	84750000	87250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr15_84750000_87250000__EUR__t2d_vs_stroke	chr15_84750000_87250000	15	84750000	87250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_84750000_87250000__EUR__t2d_vs_asthma	chr15_84750000_87250000	15	84750000	87250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_84750000_87250000__EUR__hypertension_vs_stroke	chr15_84750000_87250000	15	84750000	87250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_84750000_87250000__EUR__hypertension_vs_asthma	chr15_84750000_87250000	15	84750000	87250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_84750000_87250000__EUR__stroke_vs_asthma	chr15_84750000_87250000	15	84750000	87250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_89750000_97250000__EUR__bmi_vs_t2d	chr15_89750000_97250000	15	89750000	97250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr15_89750000_97250000__EUR__bmi_vs_hypertension	chr15_89750000_97250000	15	89750000	97250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr15_89750000_97250000__EUR__bmi_vs_stroke	chr15_89750000_97250000	15	89750000	97250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_89750000_97250000__EUR__bmi_vs_asthma	chr15_89750000_97250000	15	89750000	97250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_89750000_97250000__EUR__t2d_vs_hypertension	chr15_89750000_97250000	15	89750000	97250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr15_89750000_97250000__EUR__t2d_vs_stroke	chr15_89750000_97250000	15	89750000	97250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_89750000_97250000__EUR__t2d_vs_asthma	chr15_89750000_97250000	15	89750000	97250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_89750000_97250000__EUR__hypertension_vs_stroke	chr15_89750000_97250000	15	89750000	97250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_89750000_97250000__EUR__hypertension_vs_asthma	chr15_89750000_97250000	15	89750000	97250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_89750000_97250000__EUR__stroke_vs_asthma	chr15_89750000_97250000	15	89750000	97250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_97750000_101250000__EUR__bmi_vs_t2d	chr15_97750000_101250000	15	97750000	101250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr15_97750000_101250000__EUR__bmi_vs_hypertension	chr15_97750000_101250000	15	97750000	101250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr15_97750000_101250000__EUR__bmi_vs_stroke	chr15_97750000_101250000	15	97750000	101250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_97750000_101250000__EUR__bmi_vs_asthma	chr15_97750000_101250000	15	97750000	101250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_97750000_101250000__EUR__t2d_vs_hypertension	chr15_97750000_101250000	15	97750000	101250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr15_97750000_101250000__EUR__t2d_vs_stroke	chr15_97750000_101250000	15	97750000	101250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_97750000_101250000__EUR__t2d_vs_asthma	chr15_97750000_101250000	15	97750000	101250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_97750000_101250000__EUR__hypertension_vs_stroke	chr15_97750000_101250000	15	97750000	101250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr15_97750000_101250000__EUR__hypertension_vs_asthma	chr15_97750000_101250000	15	97750000	101250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr15_97750000_101250000__EUR__stroke_vs_asthma	chr15_97750000_101250000	15	97750000	101250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_0_1250000__EUR__bmi_vs_t2d	chr16_0_1250000	16	0	1250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr16_0_1250000__EUR__bmi_vs_hypertension	chr16_0_1250000	16	0	1250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr16_0_1250000__EUR__bmi_vs_stroke	chr16_0_1250000	16	0	1250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_0_1250000__EUR__bmi_vs_asthma	chr16_0_1250000	16	0	1250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_0_1250000__EUR__t2d_vs_hypertension	chr16_0_1250000	16	0	1250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr16_0_1250000__EUR__t2d_vs_stroke	chr16_0_1250000	16	0	1250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_0_1250000__EUR__t2d_vs_asthma	chr16_0_1250000	16	0	1250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_0_1250000__EUR__hypertension_vs_stroke	chr16_0_1250000	16	0	1250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_0_1250000__EUR__hypertension_vs_asthma	chr16_0_1250000	16	0	1250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_0_1250000__EUR__stroke_vs_asthma	chr16_0_1250000	16	0	1250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_1750000_5250000__EUR__bmi_vs_t2d	chr16_1750000_5250000	16	1750000	5250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr16_1750000_5250000__EUR__bmi_vs_hypertension	chr16_1750000_5250000	16	1750000	5250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr16_1750000_5250000__EUR__bmi_vs_stroke	chr16_1750000_5250000	16	1750000	5250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_1750000_5250000__EUR__bmi_vs_asthma	chr16_1750000_5250000	16	1750000	5250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_1750000_5250000__EUR__t2d_vs_hypertension	chr16_1750000_5250000	16	1750000	5250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr16_1750000_5250000__EUR__t2d_vs_stroke	chr16_1750000_5250000	16	1750000	5250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_1750000_5250000__EUR__t2d_vs_asthma	chr16_1750000_5250000	16	1750000	5250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_1750000_5250000__EUR__hypertension_vs_stroke	chr16_1750000_5250000	16	1750000	5250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_1750000_5250000__EUR__hypertension_vs_asthma	chr16_1750000_5250000	16	1750000	5250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_1750000_5250000__EUR__stroke_vs_asthma	chr16_1750000_5250000	16	1750000	5250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_5750000_8250000__EUR__bmi_vs_t2d	chr16_5750000_8250000	16	5750000	8250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr16_5750000_8250000__EUR__bmi_vs_hypertension	chr16_5750000_8250000	16	5750000	8250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr16_5750000_8250000__EUR__bmi_vs_stroke	chr16_5750000_8250000	16	5750000	8250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_5750000_8250000__EUR__bmi_vs_asthma	chr16_5750000_8250000	16	5750000	8250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_5750000_8250000__EUR__t2d_vs_hypertension	chr16_5750000_8250000	16	5750000	8250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr16_5750000_8250000__EUR__t2d_vs_stroke	chr16_5750000_8250000	16	5750000	8250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_5750000_8250000__EUR__t2d_vs_asthma	chr16_5750000_8250000	16	5750000	8250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_5750000_8250000__EUR__hypertension_vs_stroke	chr16_5750000_8250000	16	5750000	8250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_5750000_8250000__EUR__hypertension_vs_asthma	chr16_5750000_8250000	16	5750000	8250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_5750000_8250000__EUR__stroke_vs_asthma	chr16_5750000_8250000	16	5750000	8250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_8750000_13250000__EUR__bmi_vs_t2d	chr16_8750000_13250000	16	8750000	13250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr16_8750000_13250000__EUR__bmi_vs_hypertension	chr16_8750000_13250000	16	8750000	13250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr16_8750000_13250000__EUR__bmi_vs_stroke	chr16_8750000_13250000	16	8750000	13250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_8750000_13250000__EUR__bmi_vs_asthma	chr16_8750000_13250000	16	8750000	13250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_8750000_13250000__EUR__t2d_vs_hypertension	chr16_8750000_13250000	16	8750000	13250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr16_8750000_13250000__EUR__t2d_vs_stroke	chr16_8750000_13250000	16	8750000	13250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_8750000_13250000__EUR__t2d_vs_asthma	chr16_8750000_13250000	16	8750000	13250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_8750000_13250000__EUR__hypertension_vs_stroke	chr16_8750000_13250000	16	8750000	13250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr16_8750000_13250000__EUR__hypertension_vs_asthma	chr16_8750000_13250000	16	8750000	13250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_8750000_13250000__EUR__stroke_vs_asthma	chr16_8750000_13250000	16	8750000	13250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr16_13750000_16250000__EUR__bmi_vs_t2d	chr16_13750000_16250000	16	13750000	16250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
